Description,p_y101_y1015,q_y101_y1015,p_y101_y102,q_y101_y102,p_y101_y201,q_y101_y201,p_y101_y202,q_y101_y202,p_y102_y201,q_y102_y201,p_y102_y202,q_y102_y202,p_y201_y202,q_y201_y202,>1pep
Arfaptin-1 OS=Homo sapiens GN=ARFIP1 PE=1 SV=2,0.003255661,0.040606408,0.357178909,0.431243439,0.904513593,0.759267117,0.475233811,0.643226118,0.560283003,0.391807388,0.818797843,1,0.559797429,0.539870834,x
Platelet-derived growth factor C OS=Homo sapiens GN=PDGFC PE=1 SV=2,0.89808173,0.575942247,0.329847065,0.422897774,0.062195234,0.608824883,0.349722051,0.594581193,0.032562811,0.200708451,0.820806928,1,0.259818017,0.416585467,x
Complement C2 OS=Homo sapiens GN=C2 PE=1 SV=2,0.189374591,0.234276195,0.540385553,0.488426115,0.01559265,0.599128706,0.17280152,0.487145968,0.097807099,0.230303107,0.133199818,1,0.012657335,0.165262832,x
Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2,0.051948899,0.114848974,0.140175316,0.335047682,0.205099695,0.608824883,0.013388906,0.187885014,0.13990231,0.243378738,0.043147591,1,0.061676925,0.262567744,x
Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1,0.066191527,0.131469349,0.381093485,0.437672208,0.272301427,0.608824883,0.620830552,0.709785275,0.136756934,0.241004638,0.824248849,1,0.207562272,0.386271044,x
Carbonic anhydrase 12 OS=Homo sapiens GN=CA12 PE=1 SV=1,0.009330458,0.054572384,0.052704865,0.258749661,0.361799702,0.608824883,0.003344379,0.11415719,0.787605171,0.466395366,0.2401591,1,0.377378473,0.453064641,x
GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens GN=POFUT2 PE=1 SV=3,0.162543397,0.215817743,0.377681202,0.436158625,0.773553679,0.717420029,0.105845332,0.434504099,0.273484482,0.300704709,0.644283852,1,0.056934247,0.2528983,x
Carbohydrate sulfotransferase 3 OS=Homo sapiens GN=CHST3 PE=1 SV=3,0.682608072,0.493977966,0.181701447,0.360175528,0.82843799,0.740828482,0.065643676,0.368468139,0.555950391,0.389854221,0.703922075,1,0.425153918,0.475375875,x
Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens GN=PAFAH1B3 PE=1 SV=1,0.809022477,0.543490531,0.223120449,0.380986563,0.147242323,0.608824883,0.297012436,0.564931929,0.86057797,0.48846354,0.742159745,1,0.793603241,0.635423951,x
26S protease regulatory subunit 7 OS=Bos taurus GN=PSMC2 PE=2 SV=3,0.795237931,0.537989058,0.463228078,0.467893329,0.376394968,0.608824883,0.561766919,0.684174639,0.209522106,0.279213758,0.952236822,1,0.294153243,0.426134591,x
Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=2,0.329793292,0.316149019,0.035583245,0.246646372,0.340069604,0.608824883,0.456148173,0.636571113,0.42841623,0.350967444,0.079858064,1,0.296986837,0.427202103,x
Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1,0.416874514,0.356706117,0.478290131,0.474270258,0.644898428,0.673826919,0.475581115,0.643226118,0.231664365,0.28367715,0.326378339,1,0.563629287,0.540028072,x
Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3,0.257692828,0.276262616,0.345505809,0.428842056,0.272359584,0.608824883,0.283394653,0.555770321,0.510888291,0.375339746,0.601662303,1,0.793252801,0.635423951,x
Netrin-4 OS=Homo sapiens GN=NTN4 PE=1 SV=2,0.966709913,0.597135631,0.044567212,0.246646372,0.394175665,0.608824883,0.075793333,0.390709964,0.49360132,0.371294157,0.601138969,1,0.528564559,0.529931478,x
Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1,0.417119643,0.356706117,0.653843133,0.524632842,0.367475615,0.608824883,0.51118748,0.663191734,0.340410634,0.325079182,0.735699904,1,0.324045125,0.440785098,x
Out at first protein homolog OS=Homo sapiens GN=OAF PE=2 SV=1,0.038947356,0.0991513,0.626041227,0.5146059,0.911606362,0.760902663,0.959098915,0.820442581,0.72390638,0.445338347,0.653735318,1,0.937676895,0.681304722,x
Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3,0.227826983,0.258329858,0.875826977,0.584551261,0.137732465,0.608824883,0.623501134,0.709785275,0.123707033,0.233194644,0.579586671,1,0.111616533,0.304456565,x
Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1,0.313829543,0.30711843,0.968183625,0.609477212,0.421024315,0.614456869,0.252857468,0.541085286,0.417076805,0.346785803,0.259726371,1,0.728878984,0.611852623,x
Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4,0.105256533,0.170499241,0.432422639,0.45602459,0.71253675,0.697968115,0.285958241,0.55748793,0.438642666,0.353101614,0.6212957,1,0.232793106,0.402269682,x
Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1,0.021636142,0.073239309,0.065865159,0.279768414,0.465138982,0.626038953,0.011069195,0.174749373,0.182704548,0.265225998,0.583964384,1,0.143905117,0.330119082,x
Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3,0.006069666,0.05148857,0.005487778,0.160228477,0.493544306,0.636245034,0.315028485,0.574608544,0.628174485,0.411539105,0.121995776,1,0.801674999,0.640651748,x
Glutamine synthetase OS=Homo sapiens GN=GLUL PE=1 SV=4,0.017449831,0.068913202,0.286286324,0.402745676,0.442731846,0.622806778,0.024181631,0.242384375,0.275326705,0.300704709,0.036733087,1,0.973329959,0.693440771,x
Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2,0.348651489,0.324466101,0.504353015,0.482697595,0.771404497,0.717420029,0.785873403,0.773039413,0.496102854,0.371927722,0.364110973,1,0.561289422,0.540028072,x
Calponin-1 OS=Bos taurus GN=CNN1 PE=2 SV=1,0.430457043,0.364612978,0.004292132,0.160228477,0.062767622,0.608824883,0.002331703,0.096535687,0.015285673,0.164499589,0.426399687,1,0.010054173,0.150735628,x
Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4,0.264486136,0.278384466,0.072139019,0.289090398,0.534379457,0.640361567,0.220261456,0.517702994,0.123760765,0.233194644,0.572880154,1,0.205939859,0.386271044,x
"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens GN=SOD2 PE=1 SV=3",0.030722813,0.087899319,0.226156376,0.383305771,0.882261,0.751682931,0.276547237,0.554710672,0.520146313,0.379892812,0.879760284,1,0.498581937,0.51732932,x
Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens GN=AIMP2 PE=1 SV=2,0.479910109,0.395270221,0.295948441,0.405616752,0.590568966,0.656471931,0.342052692,0.590179282,0.767688294,0.461027863,0.740912412,1,0.936643327,0.681304722,x
Ran-specific GTPase-activating protein OS=Bos taurus GN=RANBP1 PE=2 SV=1,0.961765072,0.596112352,0.415236652,0.44930798,0.529293155,0.637619935,0.55093279,0.678840974,0.326847275,0.320154183,0.983746002,1,0.361259255,0.452141063,x
Deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2,0.187450947,0.232207299,0.668592587,0.530030815,0.419387571,0.614456869,0.610264459,0.706968053,0.357255383,0.328968614,0.905629114,1,0.341005029,0.448129395,x
40S ribosomal protein S3a OS=Bos taurus GN=RPS3A PE=2 SV=3,0.871511445,0.568368892,0.109127374,0.318481235,0.88371063,0.751682931,0.905603493,0.808869102,0.27764157,0.300794398,0.118765487,1,0.957462751,0.689098991,x
Paralemmin-2 OS=Homo sapiens GN=PALM2 PE=1 SV=3,0.007477929,0.053488684,0.02751284,0.240633722,0.425816051,0.614456869,0.003862587,0.123630583,0.200060839,0.27368538,0.241925851,1,0.15692993,0.336055727,x
Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3,0.430444635,0.364612978,0.14454362,0.337125385,0.013646435,0.567928564,0.650679066,0.722763042,0.007392966,0.132803301,0.213604839,1,0.006587399,0.116866665,x
5'-nucleotidase OS=Homo sapiens GN=NT5E PE=1 SV=1,0.79515974,0.537989058,0.321573898,0.420188068,0.811520092,0.731856698,0.388206838,0.609393565,0.150872454,0.247455003,0.853087045,1,0.260149848,0.416585467,x
Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,0.405264414,0.351984791,0.80441803,0.562933647,0.846333569,0.747848392,0.51574499,0.665337333,0.534561517,0.382165384,0.256738533,1,0.341827038,0.448129395,x
NAD(P)H-hydrate epimerase OS=Homo sapiens GN=NAXE PE=1 SV=2,0.144511906,0.202957353,0.859698654,0.579484429,0.406122771,0.61323726,0.398644847,0.614112365,0.462424932,0.362220501,0.263247448,1,0.105050398,0.301008172,x
26S proteasome regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3,0.799677503,0.540201563,0.66963847,0.530030815,0.362909827,0.608824883,0.584261869,0.697447373,0.801003199,0.470462205,0.942679808,1,0.713181779,0.603107073,x
Lymphocyte antigen 96 OS=Homo sapiens GN=LY96 PE=1 SV=2,0.49056691,0.401898335,0.826244161,0.572137999,0.898220445,0.756115926,0.847665805,0.791024934,0.578787132,0.397493396,0.575424685,1,0.906399557,0.672200066,x
26S protease regulatory subunit 6B OS=Bos taurus GN=PSMC4 PE=2 SV=1,0.712286323,0.504782243,0.451632365,0.464323731,0.360941459,0.608824883,0.697142496,0.746531769,0.215367579,0.2794676,0.625253939,1,0.260923308,0.416585467,x
"Myosin light chain kinase, smooth muscle OS=Homo sapiens GN=MYLK PE=1 SV=4",0.274205833,0.284573834,0.268081678,0.398855244,0.008973737,0.472171619,0.029939276,0.266282434,0.020174439,0.182274658,0.228784684,1,0.00427761,0.101327692,x
N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=1 SV=3,0.384258874,0.341396961,0.247533653,0.390551576,0.687033152,0.692050732,0.493446319,0.652568504,0.197700591,0.271376455,0.971359287,1,0.369925219,0.452141063,x
Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1,0.379545536,0.338883632,0.446826013,0.462712658,0.675161072,0.688024784,0.316249171,0.574608544,0.140425729,0.243378738,0.730005903,1,0.079353292,0.27332369,x
Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens GN=MAP1LC3A PE=1 SV=2,0.768840058,0.527467204,0.976239994,0.60996508,0.925245398,0.76461931,0.427473968,0.625693546,0.909445078,0.503454287,0.418954214,1,0.423517011,0.475334912,x
Transmembrane glycoprotein NMB OS=Homo sapiens GN=GPNMB PE=1 SV=2,0.166011724,0.217300695,0.65187528,0.524250574,0.567679648,0.6491804,0.853690352,0.791725198,0.934870453,0.510482975,0.785367451,1,0.707159756,0.59979344,x
Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2,0.722115237,0.508239995,0.969815047,0.609477212,0.236747973,0.608824883,0.31674528,0.574608544,0.236432418,0.28696366,0.33907461,1,0.156915337,0.336055727,x
Pigment epithelium-derived factor OS=Homo sapiens GN=SERPINF1 PE=1 SV=4,0.035076488,0.093955901,0.240209022,0.390025156,0.583002172,0.655737979,0.219827511,0.517702994,0.718572804,0.443409054,0.988023316,1,0.705370085,0.598752584,x
Thymosin beta-10 OS=Homo sapiens GN=TMSB10 PE=1 SV=2,0.191024052,0.235058072,0.578831298,0.497759815,0.513562756,0.636245034,0.067698917,0.375004465,0.845042124,0.484414604,0.121019038,1,0.21762857,0.392150951,x
Probable aminopeptidase NPEPL1 OS=Homo sapiens GN=NPEPL1 PE=1 SV=3,0.100966624,0.167981548,0.045935868,0.246646372,0.148583789,0.608824883,0.190715794,0.505197146,0.058570578,0.212066019,0.461484716,1,0.087835585,0.280922559,x
Brain acid soluble protein 1 OS=Bos taurus GN=BASP1 PE=1 SV=3,0.017186328,0.068723281,0.540424835,0.488426115,0.272840027,0.608824883,0.742439875,0.763576386,0.203774648,0.277824134,0.628456368,1,0.817148578,0.647186815,x
Metallothionein-2 OS=Homo sapiens GN=MT2A PE=1 SV=1,0.127762104,0.188907453,0.754261285,0.55108646,0.085460098,0.608824883,0.176587651,0.49005937,0.089989858,0.230303107,0.220200329,1,0.105203353,0.301008172,x
RuvB-like 2 OS=Bos taurus GN=RUVBL2 PE=2 SV=3,0.273340455,0.284573834,0.140943267,0.335492767,0.073237064,0.608824883,0.083422941,0.403810892,0.039795887,0.202796792,0.934068145,1,0.038033952,0.230857499,x
Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1,0.64413675,0.478118757,0.267948252,0.398855244,0.531671486,0.63775814,0.514552895,0.664950644,0.468975663,0.363340191,0.660569051,1,0.864977069,0.658776591,x
26S proteasome regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=1 SV=1,0.939210291,0.588833371,0.682700122,0.53090539,0.616373795,0.665787503,0.186351208,0.500640747,0.44023391,0.353556604,0.52310845,1,0.128816331,0.313774313,x
Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1,0.592562703,0.454060852,0.419106051,0.450566006,0.88119921,0.751682931,0.942118606,0.819461457,0.360616409,0.33036003,0.351039627,1,0.927111447,0.680130782,x
Kininogen-2 OS=Bos taurus GN=KNG2 PE=1 SV=1,0.82508416,0.549729248,0.398413988,0.443501927,0.54781115,0.640674953,0.64234816,0.717294411,0.728101565,0.446695429,0.895637203,1,0.695812079,0.593954819,x
Syntaxin-7 OS=Homo sapiens GN=STX7 PE=1 SV=4,0.19018129,0.23464593,0.496622996,0.48017458,0.268426342,0.608824883,0.291772553,0.562732436,0.876335073,0.494624563,0.728588904,1,0.531401368,0.529931478,x
Connective tissue growth factor OS=Bos taurus GN=CTGF PE=2 SV=2,0.000582039,0.019822028,0.037265332,0.246646372,0.014973036,0.594498125,0.006363643,0.145076259,0.604695069,0.404622864,0.916520949,1,0.559132911,0.539870834,x
Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2,0.375122158,0.336491258,0.247842214,0.390551576,0.358972216,0.608824883,0.961552944,0.820442581,0.594109315,0.401783338,0.268604717,1,0.365971617,0.452141063,x
Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4,0.033880686,0.093366218,0.500177821,0.482126679,0.546365109,0.640674953,0.591696954,0.699709302,0.960637588,0.518632714,0.803381182,1,0.790773156,0.635423951,x
Tetranectin OS=Bos taurus GN=CLEC3B PE=2 SV=1,0.655705908,0.481160988,0.441100815,0.459270472,0.435851741,0.619209355,0.588208337,0.699242827,0.553275919,0.388992658,0.343225728,1,0.346739824,0.451209589,x
Collagen alpha-1(III) chain OS=Bos taurus GN=COL3A1 PE=1 SV=1,0.007756033,0.053488684,0.000778703,0.090996688,0.328525208,0.608824883,0.095645415,0.419780335,0.040544635,0.202796792,0.554748752,1,0.073208811,0.271838176,x
Actin-related protein 2/3 complex subunit 1B OS=Bos taurus GN=ARPC1B PE=1 SV=4,0.616663917,0.465036973,0.270983092,0.400621321,0.458212935,0.624174769,0.779739673,0.771771122,0.899966965,0.500770272,0.332320665,1,0.451734649,0.487679375,x
Vitrin OS=Homo sapiens GN=VIT PE=2 SV=1,0.153622779,0.209657814,0.136903858,0.331434248,0.334074634,0.608824883,0.392620325,0.611422605,0.36099393,0.33036003,0.323140914,1,0.896831454,0.670292964,x
Peptidyl-prolyl cis-trans isomerase-like 1 OS=Bos taurus GN=PPIL1 PE=2 SV=1,0.009105093,0.054434927,0.526987656,0.484219064,0.001489437,0.233344465,0.182175659,0.495863264,0.000263438,0.03543798,0.248715406,1,0.002674064,0.086255306,x
Dynactin subunit 2 OS=Bos taurus GN=DCTN2 PE=2 SV=1,0.103091252,0.168616636,0.387849509,0.437961466,0.19200208,0.608824883,0.533511185,0.673803241,0.043859675,0.202796792,0.847861923,1,0.078629582,0.27332369,x
ATPase ASNA1 OS=Bos taurus GN=ASNA1 PE=2 SV=1,0.215471498,0.249408063,0.178724612,0.357350795,0.322693251,0.608824883,0.685049659,0.740792504,0.244808156,0.289638691,0.227194097,1,0.29424306,0.426134591,x
Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2,0.334459834,0.317656821,0.178039116,0.356737585,0.329768285,0.608824883,0.238969223,0.526716491,0.347970068,0.328486327,0.743958311,1,0.529384123,0.529931478,x
Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4,0.034058865,0.093366218,0.493945592,0.479944565,0.025352424,0.608824883,0.588875011,0.699242827,0.176992826,0.263825603,0.66451129,1,0.032175116,0.225322437,x
Aldo-keto reductase family 1 member C1 OS=Homo sapiens GN=AKR1C1 PE=1 SV=1,0.106720939,0.171816473,0.334439081,0.425508684,0.160919166,0.608824883,0.269823058,0.55410684,0.206550185,0.279213758,0.459830626,1,0.815676323,0.646721703,x
Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens GN=MAP1LC3B2 PE=2 SV=1,0.791134425,0.537554759,0.281091597,0.402745676,0.113147214,0.608824883,0.766678992,0.768653389,0.281957374,0.303202517,0.327898311,1,0.122634435,0.308353662,x
Platelet-derived growth factor receptor beta OS=Homo sapiens GN=PDGFRB PE=1 SV=1,0.338622752,0.318841288,0.806535979,0.563044983,0.346452461,0.608824883,0.666303266,0.731115827,0.36146311,0.330403623,0.569054994,1,0.317481293,0.439098094,x
"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens GN=MGAT5 PE=2 SV=1",0.229301103,0.259339184,0.119845558,0.324582066,0.73747449,0.704437453,0.90440008,0.808365923,0.170733561,0.260498215,0.275826691,1,0.906388737,0.672200066,x
D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4,0.511605758,0.411244791,0.900206349,0.589131948,0.301226708,0.608824883,0.705217061,0.752247365,0.308887602,0.315184983,0.603402637,1,0.262211067,0.416585467,x
Nuclear transport factor 2 OS=Bos taurus GN=NUTF2 PE=2 SV=1,0.297694185,0.298054516,0.534235047,0.487038565,0.832781591,0.74302403,0.600474682,0.704447867,0.233678752,0.284906763,0.852419595,1,0.265741032,0.416634879,x
Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1,0.038727904,0.098864979,0.79241178,0.561254015,0.375780539,0.608824883,0.750719441,0.766346929,0.417154453,0.346785803,0.916985113,1,0.448697775,0.487679375,x
Protein S100-A10 OS=Bos taurus GN=S100A10 PE=1 SV=2,0.393897759,0.346014919,0.566484703,0.493450433,0.912250719,0.760902663,0.295452642,0.564931929,0.883183204,0.497098283,0.507965482,1,0.58860161,0.549597179,x
RNA-binding protein FUS OS=Bos taurus GN=FUS PE=2 SV=2,0.17461242,0.223184428,0.133427252,0.331434248,0.885179964,0.751682931,0.304482659,0.569702806,0.545266433,0.385038411,0.90484423,1,0.552085014,0.538653031,x
Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Bos taurus GN=FKBP2 PE=2 SV=1,0.064031529,0.129197898,0.08378687,0.292572804,0.224128807,0.608824883,0.035003338,0.286383114,0.036803223,0.200708451,0.939269047,1,0.023322305,0.190965988,x
Cholinesterase OS=Homo sapiens GN=BCHE PE=1 SV=1,0.412865866,0.356235553,0.948503658,0.602518914,0.341460074,0.608824883,0.487458404,0.648435678,0.008249075,0.133260596,0.056843625,1,0.003952807,0.101327692,x
Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2,0.210115574,0.245165931,0.479781562,0.474611113,0.306866734,0.608824883,0.668579013,0.732225401,0.401600751,0.340120433,0.934966434,1,0.405435046,0.46741654,x
Actin-related protein 2/3 complex subunit 3 OS=Bos taurus GN=ARPC3 PE=1 SV=3,0.039933699,0.100829011,0.085272758,0.292572804,0.349577688,0.608824883,0.002480876,0.096535687,0.120132624,0.233082226,0.726890583,1,0.080099059,0.27332369,x
Procollagen C-endopeptidase enhancer 2 OS=Homo sapiens GN=PCOLCE2 PE=1 SV=1,0.969349112,0.597135631,0.969979288,0.609477212,0.925100954,0.76461931,0.888325659,0.800228031,0.839770469,0.483034487,0.27771885,1,0.486387762,0.509585229,x
"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2",0.794639824,0.537989058,0.854195797,0.579063671,0.993669796,0.776795211,0.873776101,0.798817471,0.820897801,0.478841459,0.758603195,1,0.85640864,0.65772706,x
Jupiter microtubule associated homolog 1 OS=Homo sapiens GN=JPT1 PE=1 SV=3,0.144831565,0.203097635,0.03056566,0.240633722,0.667395702,0.686493983,0.061178809,0.361057868,0.253723531,0.292986703,0.644719435,1,0.21003037,0.386796165,x
Filamin-binding LIM protein 1 OS=Bos taurus GN=FBLIM1 PE=2 SV=1,0.155868705,0.211012155,0.031428981,0.240633722,0.027465061,0.608824883,0.020578828,0.222138763,0.906872314,0.50275703,0.907258149,1,0.975167622,0.693865956,
Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2,0.186527285,0.231584994,0.533652568,0.486978967,0.362714299,0.608824883,0.510328462,0.663191734,0.249976833,0.291986814,0.824441288,1,0.242611405,0.406459021,
Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1,0.254220408,0.273491796,0.548281473,0.490744042,0.850615407,0.748284263,0.779569188,0.771771122,0.976687654,0.522624081,0.567243787,1,0.729424838,0.611852623,
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Bos taurus GN=ADI1 PE=2 SV=2",0.440529065,0.370049947,0.377262497,0.436158625,0.430754628,0.618178291,0.627743793,0.710955626,0.737088548,0.449990778,0.64403252,1,0.55394415,0.538890416,
Cell surface glycoprotein MUC18 OS=Homo sapiens GN=MCAM PE=1 SV=2,0.168026491,0.219316626,0.230032665,0.383991742,0.415861057,0.61323726,0.217210977,0.517702994,0.118623304,0.232556846,0.797747926,1,0.116833429,0.304706664,
Signal-induced proliferation-associated 1-like protein 2 OS=Homo sapiens GN=SIPA1L2 PE=1 SV=2,0.163714439,0.215914955,0.932833278,0.598604787,0.274134061,0.608824883,0.836153283,0.788125306,0.184060346,0.265358487,0.731345368,1,0.124601617,0.308353662,
Putative gastric cancer-related gene 224 protein OS=Homo sapiens GN=GCRG224 PE=5 SV=1,0.413246721,0.356235553,0.015212156,0.198126971,0.643424493,0.673826919,0.354030372,0.596168225,0.900044151,0.500770272,0.296090023,1,0.310604209,0.435032441,
